,Course_Name,Course_Description,Lectures_Num,Course_Level,Course_hours,Rate,Number_Rates
564,machin learn ai support vector machin python,artifici intellig data scienc algorithm python classif regress lazi programm inc,72,Expert,9,4.6,322
565,complet javascript cours beginn profession,cours need becom javascript develop javascript project es json ajax much codestar rob perciv,402,All Levels,35,4.4,1533
566,android jetpack masterclass kotlin,kotlin room navig data bind mvvm notif permiss lot catalin stefan,69,All Levels,10,4.6,335
567,complet window powershel script cours,leverag power window powershel script autom manag environ mletech academi llc,49,All Levels,6,4.2,355
568,sap hana implement model report cours,learn build real time platform use sap hana best sell product histori sap junaid ahm,110,All Levels,125,4.0,1641
569,uniti tech art realist light game develop,learn aaa cinemat tech art techniqu uniti game engin global illumin shader graph wilmer lin,63,Beginner,105,4.7,489
570,electron desktop app complet develop guid,use electron framework build compel cross platform desktop applic latest web dev technolog stephen grider,77,Beginner,8,4.5,2263
571,build eu gdpr data protect complianc scratch cipt,free gdpr templat document practic gdpr blueprint ciptcipmcipp certif prepar roland costea,152,All Levels,125,4.3,863
572,angular front back,master angular basic build advanc applic firebas firestor well authent brad traversi,73,All Levels,115,4.6,5398
573,full stack web develop,learn full stack web develop build project eduonix learn solut,208,Beginner,33,4.3,2129
574,c develop doubl code speed visual studio,fast code techniqu everi c develop must know mosh hamedani,33,All Levels,25,4.3,2009
575,advanc javascript,three hour learn enough javascript transform junior js dev senior js guru asim hussain,25,Intermediate,35,4.5,4408
576,complet guid django rest framework vue js,build profession rest api singl page applic django vue js michel saba,84,Intermediate,135,4.5,402
577,neoj graphdb foundat cypher,learn graph databas gain fundament skill use neoj next project loui sayer,71,Beginner,4,4.5,1551
578,process event logstash includ filebeat,process event logstash key part elk stack elasticsearch logstash kibana elast stack bo andersen,53,All Levels,55,4.5,643
579,terraform indepth realworld job casestudi,terraform aw job casestudi docker kubernet terraform ansibleek modulesinterpol gcpazur cloudop academi,160,All Levels,12,4.1,306
580,java memori manag,java profession need know memori garbag collect tune vm avoid memori leak matt greencroft,31,Intermediate,35,4.5,3417
581,devop cicd jenkin pipelin maven gradl,build continu integr continu deliveri devop pipelin java gradl maven artifactori sqitch tetranoodl team,30,All Levels,35,4.2,2600
582,user stori masterclass indepth guid user stori,increas agil project success learn effect write split map user stori accept criteria ba guid jeremi aschenbrenn,51,All Levels,2,4.5,134
583,python django web develop todo app,learn databas driven web develop django python john elder,31,Beginner,2,4.6,690
584,django masterclass build web app python django,learn django scratch build ecommerc store web base pdf gener web crawler api use python django ashutosh pawar,135,All Levels,155,4.5,139
585,master object orient design java homework solut,dont learn java learn write practic industri standard object orient softwar super charg career imtiaz ahmad,39,All Levels,55,4.5,3457
586,kotlin android beginn advanc,kotlin express concis power develop languag android learn everyth need know start devslop mark price,101,Beginner,23,4.4,1900
587,uniti game develop master class,becom game develop brian cox,231,Beginner,19,4.5,52
588,build app react redux firestor scratch,learn build web app react redux firestor begin publish neil cum,253,Beginner,29,4.7,986
589,wordpress frontend develop elementor,build site want use power wordpress page builder theme creator andrew william,58,All Levels,6,4.7,107
590,build reactiv rest api use spring bootwebflux,learn write reactiv program spring use webfluxreactor build reactiv rest api dilip,89,All Levels,95,4.4,625
591,make tile base platform game gamemak studio,learn basic build fun creativ platform game includ trick add polish profession featur peter morgan,89,All Levels,11,4.6,503
592,drupal tutori drupal beginn advanc project,learn latest drupal tutori handson complet real life exampl bonu assign tip trick pitfal srikanth shirodkar,79,Beginner,75,4.4,1171
593,complet flutter ui masterclass io android dart,learn build beauti comprehens io android user interfac use flutter dart marcu ng,34,All Levels,4,4.6,94
594,aw data architect bootcamp servic faq tool,aw databas emr sagemak iot redshift glue quicksight rd aurora dynamodb kinesi rekognit much siddharth mehta,295,All Levels,305,4.3,251
595,grpc java master class build modern api micro servic,better rest api build fast scalabl http api microservic grpc protocol buffer protobuf stephan maarek aw certifi solut architect develop,69,Intermediate,55,4.6,458
596,java new featur simpl way,direct class room video give left right anywher lambda expressionsstream durgasoft durga,93,All Levels,205,4.6,3578
597,advanc c program pointer,master pointer address memori alloc c huw collingbourn,65,Intermediate,4,4.5,1449
598,learn terraform microsoft azur,cours take initi setup though deploy multiloc web servic l train,57,All Levels,7,4.3,560
599,tech explor kicad like pro nd edit,learn world favourit opensourc pcb design tool world comprehens cours dr peter dalmari,165,Beginner,175,4.6,570
600,master aw fargat ec java spring boot microservic,learn aw ec aw fargat java spring boot docker microservic get start amazon web servic inminut offici,89,All Levels,8,4.5,162
601,complet json ajax api cours beginn profession,learn use json get json data use ajax cours includ practic exercis exampl use json ajax laurenc sveki,277,Beginner,205,4.4,406
602,pytorch deep learn comput vision,build highli sophist deep learn comput vision applic pytorch rayan slim,135,All Levels,165,4.4,759
603,angular test masterclass free ebook,complet guid angular unit test end end ee test includ test best practic ci angular univers,44,All Levels,5,4.5,292
604,complet web autom excel vba,fill web form dynam navig web page intuit extract manipul data increas effici daniel strong,140,Intermediate,85,4.6,447
605,complet regular express cours beginn,regular express regex javalinuxjavascriptpython languag illustr exercisesexampl sujith georg,33,Beginner,35,4.6,1473
606,learn api technic write json xml writer,api document teach technic writer document structur data program experi requir peter gruenbaum,16,Beginner,15,4.5,2424
607,modern java learn java featur code,learn lambda stream new date api option parallel program java code dilip,102,All Levels,11,4.4,915
608,autom framework develop selenium c advanc,endtoend selenium autom framework develop cours karthik kk,111,All Levels,125,4.4,614
609,becom softwar tester learn softwar test get job,test manual test softwar test qa qa test qualiti assur manual softwar test jira job tip waqa mazhar,19,All Levels,15,4.4,1425
610,master java unit test spring boot mockito,learn write awesom java junit unit test spring boot mockito jsonassert hamcrest jsonpath easi step inminut offici,49,All Levels,4,4.4,1410
611,java web servic,learn designcr consum secur soap rest web servic scratch easi step bharath thippireddi,277,All Levels,135,4.5,5859
612,robust scrum product owner,take scrum product owner skill next level michael de la maza,29,Intermediate,25,4.4,863
613,learn complet python simpl way,direct class room video give left right anywher python concept detail beginn expert level durgasoft durga,423,All Levels,114,4.7,654
614,softwar develop process complet cours,learn select right softwar develop model process tool resourc softwar project daniel protti,281,All Levels,23,4.1,69
615,grafana graphit beginn advanc rd edit,monitor server applic infrastructur devop develop aref k,43,All Levels,55,4.3,1083
616,beginn guid augment realiti uniti,learn creat mobil ar applic wikitud integr arkit arcor io android penni de byl,55,Beginner,11,4.5,539
617,webservic api test rest assur api postman,webservic api autom test use restassur api postman live project cucumb bdd rahul arora,181,All Levels,375,4.4,182
618,procedur terrain gener uniti,program realist environ c algorithm manipul mesh veget data penni de byl,85,Intermediate,15,4.6,480
619,statist data analysi use excel,plain simpl lesson descript inferenti statist theori excel exampl busi six sigma sandeep kumar,113,All Levels,145,4.5,983
620,build microservic net core amazon web servic,use net core x amazon web servic aw build aadvanc microservic aref k,61,All Levels,11,4.3,334
621,master python program complet python bootcamp,python handson hundr python code challeng quizz complet python ebook beginn expert andrei dumitrescu,339,All Levels,245,4.5,330
622,master comput vision opencv python deep learn,master opencv like pro learn dlib deep learn comput vision kera tensorflow caff project rajeev ratan,116,All Levels,11,4.1,2859
623,collabor crawl w googl go golang languag,master go modul grpc crawl collabor git todd mcleod,99,Intermediate,11,4.5,85
624,wordpress complet web design latest wordpress design tech,master wordpress websit design elementor beginn advanc code build wordpress ecommerc web design khalil ibrahim,56,All Levels,8,4.5,1612
625,qgi gi profession,learn leverag power qgi improv organ spatial strategi michael miller,81,Intermediate,115,4.5,372
